                                          AUGUST 1999 
DATE  SID.TIME  SUN   MOON  MERCURY  VENUS  MARS JUPITER SATURN URANUS NEPTUNE PLUTO  NODE 
We 08 01:04:53 14LI18 17PI55 01LI36 27LI46 00PI53 08VI44 12CN56 29AQ18 10AQ28 17SG40 22TA12 
Th 09 01:08:49 15LI17 00AR27 03LI19 29LI01 01PI01 08VI56 12CN58 29AQ16 10AQ27 17SG41 22TA09 
Fr 10 01:12:46 16LI16 12AR47 05LI03 00SC16 01PI11 09VI07 13CN00 29AQ15 10AQ27 17SG42 22TA06 
Sa 11 01:16:42 17LI16 24AR56 06LI47 01SC30 01PI21 09VI19 13CN02 29AQ13 10AQ27 17SG44 22TA03 
Su 12 01:20:39 18LI15 06TA56 08LI32 02SC45 01PI32 09VI30 13CN03 29AQ12 10AQ26 17SG45 21TA59 
Mo 13 01:24:35 19LI14 18TA49 10LI17 03SC60 01PI44 09VI42 13CN05 29AQ11 10AQ26 17SG46 21TA56 
Tu 14 01:28:32 20LI14 00GE36 12LI02 05SC14 01PI56 09VI53 13CN06 29AQ10 10AQ26 17SG48 21TA53 
We 15 01:32:28 21LI13 12GE23 13LI47 06SC29 02PI09 10VI05 13CN08 29AQ08 10AQ25 17SG49 21TA50 
Th 16 01:36:25 22LI13 24GE12 15LI32 07SC44 02PI22 10VI16 13CN09 29AQ07 10AQ25 17SG51 21TA47 
Fr 17 01:40:22 23LI12 06CN08 17LI16 08SC58 02PI36 10VI27 13CN10 29AQ06 10AQ25 17SG52 21TA43 
Sa 18 01:44:18 24LI12 18CN16 18LI60 10SC13 02PI51 10VI38 13CN11 29AQ05 10AQ25 17SG54 21TA40 
Su 19 01:48:15 25LI11 00LE41 20LI43 11SC27 03PI07 10VI49 13CN12 29AQ04 10AQ24 17SG55 21TA37 
Mo 20 01:52:11 26LI11 13LE26 22LI26 12SC42 03PI23 11VI00 13CN12 29AQ03 10AQ24 17SG57 21TA34 
Tu 21 01:56:08 27LI10 26LE37 24LI09 13SC57 03PI39 11VI11 13CN13 29AQ02 10AQ24 17SG58 21TA31 
We 22 02:00:04 28LI10 10VI15 25LI51 15SC11 03PI57 11VI22 13CN14 29AQ01 10AQ24 17SG60 21TA28 
Th 23 02:04:01 29LI10 24VI20 27LI32 16SC26 04PI14 11VI32 13CN14 29AQ00 10AQ24 18SG02 21TA24 
Fr 24 02:07:57 00SC10 08LI50 29LI13 17SC41 04PI33 11VI43 13CN14 28AQ60 10AQ24 18SG03 21TA21 
Sa 25 02:11:54 01SC09 23LI39 00SC53 18SC55 04PI52 11VI54 13CN14 28AQ59 10AQ24 18SG05 21TA18 
Su 26 02:15:51 02SC09 08SC41 02SC32 20SC10 05PI11 12VI04 13CN14 28AQ58 10AQ24 18SG07 21TA15 
Mo 27 02:19:47 03SC09 23SC46 04SC11 21SC25 05PI31 12VI14 13CN14 28AQ58 10AQ24 18SG08 21TA12 
Tu 28 02:23:44 04SC09 08SG46 05SC50 22SC39 05PI52 12VI25 13CN14 28AQ57 10AQ25 18SG10 21TA09 
We 29 02:27:40 05SC09 23SG33 07SC28 23SC54 06PI13 12VI35 13CN14 28AQ56 10AQ25 18SG12 21TA05 
Th 30 02:31:37 06SC09 08CP01 09SC05 25SC09 06PI34 12VI45 13CN13 28AQ56 10AQ25 18SG14 21TA02 
Fr 31 02:35:33 07SC09 22CP07 10SC42 26SC23 06PI56 12VI55 13CN13 28AQ55 10AQ25 18SG16 20TA59 
                                        NOVEMBER 2003 
DATE  SID.TIME  SUN   MOON  MERCURY  VENUS  MARS JUPITER SATURN URANUS NEPTUNE PLUTO  NODE 
Sa 01 02:39:30 08SC09 05AQ50 12SC19 27SC38 07PI19 13VI05 13CN12 28AQ55 10AQ26 18SG17 20TA56 
Su 02 02:43:26 09SC09 19AQ12 13SC55 28SC52 07PI41 13VI15 13CN12 28AQ55 10AQ26 18SG19 20TA53 
Mo 03 02:47:23 10SC09 02PI13 15SC30 00SG07 08PI05 13VI24 13CN11 28AQ54 10AQ26 18SG21 20TA49 
Tu 04 02:51:20 11SC09 14PI56 17SC05 01SG22 08PI29 13VI34 13CN10 28AQ54 10AQ27 18SG23 20TA46 
We 05 02:55:16 12SC09 27PI24 18SC40 02SG36 08PI53 13VI43 13CN09 28AQ54 10AQ27 18SG25 20TA43 
Th 06 02:59:13 13SC09 09AR40 20SC14 03SG51 09PI17 13VI53 13CN08 28AQ54 10AQ28 18SG27 20TA40 
Fr 07 03:03:09 14SC09 21AR46 21SC48 05SG05 09PI42 14VI02 13CN06 28AQ54 10AQ28 18SG29 20TA37 
Sa 08 03:07:06 15SC09 03TA44 23SC22 06SG20 10PI08 14VI11 13CN05 28AQ54 10AQ29 18SG31 20TA34 
Su 09 03:11:02 16SC10 15TA36 24SC55 07SG35 10PI34 14VI20 13CN03 28AQ54 10AQ29 18SG33 20TA30 
Mo 10 03:14:59 17SC10 27TA25 26SC27 08SG49 10PI60 14VI29 13CN02 28AQ54 10AQ30 18SG35 20TA27 
Tu 11 03:18:55 18SC10 09GE12 27SC60 10SG04 11PI26 14VI38 13CN00 28AQ54 10AQ30 18SG37 20TA24 
We 12 03:22:52 19SC10 21GE01 29SC32 11SG18 11PI53 14VI47 12CN58 28AQ54 10AQ31 18SG39 20TA21 
Th 13 03:26:49 20SC11 02CN53 01SG04 12SG33 12PI20 14VI55 12CN56 28AQ54 10AQ32 18SG41 20TA18 
Fr 14 03:30:45 21SC11 14CN52 02SG35 13SG48 12PI48 15VI04 12CN54 28AQ54 10AQ32 18SG43 20TA15 
Sa 15 03:34:42 22SC12 27CN01 04SG06 15SG02 13PI15 15VI12 12CN52 28AQ55 10AQ33 18SG45 20TA11 
Su 16 03:38:38 23SC12 09LE24 05SG37 16SG17 13PI44 15VI20 12CN50 28AQ55 10AQ34 18SG47 20TA08 
Mo 17 03:42:35 24SC12 22LE06 07SG08 17SG31 14PI12 15VI28 12CN48 28AQ55 10AQ35 18SG49 20TA05 
Tu 18 03:46:31 25SC13 05VI09 08SG38 18SG46 14PI41 15VI36 12CN45 28AQ56 10AQ36 18SG51 20TA02 
We 19 03:50:28 26SC13 18VI37 10SG08 20SG00 15PI10 15VI44 12CN43 28AQ56 10AQ37 18SG53 19TA59 
Th 20 03:54:24 27SC14 02LI31 11SG37 21SG15 15PI39 15VI52 12CN40 28AQ57 10AQ37 18SG56 19TA55 
Fr 21 03:58:21 28SC15 16LI52 13SG06 22SG29 16PI09 15VI59 12CN37 28AQ58 10AQ38 18SG58 19TA52 
Sa 22 04:02:18 29SC15 01SC36 14SG35 23SG44 16PI38 16VI07 12CN35 28AQ58 10AQ39 18SG60 19TA49 
Su 23 04:06:14 00SG16 16SC39 16SG03 24SG58 17PI09 16VI14 12CN32 28AQ59 10AQ40 19SG02 19TA46 
Mo 24 04:10:11 01SG16 01SG52 17SG31 26SG13 17PI39 16VI21 12CN29 28AQ60 10AQ41 19SG04 19TA43 
Tu 25 04:14:07 02SG17 17SG05 18SG59 27SG27 18PI10 16VI28 12CN25 29AQ01 10AQ43 19SG06 19TA40 
We 26 04:18:04 03SG18 02CP09 20SG25 28SG42 18PI41 16VI35 12CN22 29AQ01 10AQ44 19SG09 19TA36 
Th 27 04:22:00 04SG19 16CP55 21SG51 29SG56 19PI12 16VI42 12CN19 29AQ02 10AQ45 19SG11 19TA33 
Fr 28 04:25:57 05SG19 01AQ17 23SG17 01CP11 19PI43 16VI48 12CN16 29AQ03 10AQ46 19SG13 19TA30 
Sa 29 04:29:53 06SG20 15AQ12 24SG41 02CP25 20PI15 16VI55 12CN12 29AQ04 10AQ47 19SG15 19TA27 
Su 30 04:33:50 07SG21 28AQ39 26SG05 03CP40 20PI47 17VI01 12CN09 29AQ05 10AQ48 19SG18 19TA24 
                                        DECEMBER 2003 
DATE  SID.TIME  SUN   MOON  MERCURY  VENUS  MARS JUPITER SATURN URANUS NEPTUNE PLUTO  NODE 
Mo 01 04:37:47 08SG22 11PI41 27SG27 04CP54 21PI19 17VI07 12CN05 29AQ07 10AQ50 19SG20 19TA21 
Tu 02 04:41:43 09SG22 24PI20 28SG48 06CP09 21PI51 17VI13 12CN01 29AQ08 10AQ51 19SG22 19TA17 
We 03 04:45:40 10SG23 06AR41 00CP08 07CP23 22PI23 17VI19 11CN58 29AQ09 10AQ52 19SG24 19TA14 
Th 04 04:49:36 11SG24 18AR47 01CP26 08CP38 22PI56 17VI25 11CN54 29AQ10 10AQ54 19SG27 19TA11 
Fr 05 04:53:33 12SG25 00TA44 02CP42 09CP52 23PI29 17VI30 11CN50 29AQ11 10AQ55 19SG29 19TA08 
Sa 06 04:57:29 13SG26 12TA35 03CP55 11CP06 24PI02 17VI36 11CN46 29AQ13 10AQ56 19SG31 19TA05 
Su 07 05:01:26 14SG27 24TA22 05CP06 12CP21 24PI35 17VI41 11CN42 29AQ14 10AQ58 19SG33 19TA01 
Mo 08 05:05:22 15SG28 06GE10 06CP14 13CP35 25PI08 17VI46 11CN38 29AQ16 10AQ59 19SG36 18TA58 
Tu 09 05:09:19 16SG29 17GE60 07CP19 14CP49 25PI42 17VI51 11CN33 29AQ17 11AQ01 19SG38 18TA55 
We 10 05:13:16 17SG29 29GE54 08CP19 16CP04 26PI15 17VI55 11CN29 29AQ19 11AQ02 19SG40 18TA52 
Th 11 05:17:12 18SG30 11CN54 09CP15 17CP18 26PI49 17VI60 11CN25 29AQ20 11AQ04 19SG43 18TA49 
Fr 12 05:21:09 19SG31 24CN02 10CP06 18CP32 27PI23 18VI04 11CN21 29AQ22 11AQ05 19SG45 18TA46 
Sa 13 05:25:05 20SG32 06LE20 10CP50 19CP46 27PI57 18VI08 11CN16 29AQ24 11AQ07 19SG47 18TA42 
Su 14 05:29:02 21SG33 18LE49 11CP28 21CP01 28PI32 18VI12 11CN12 29AQ25 11AQ09 19SG49 18TA39 
Mo 15 05:32:58 22SG34 01VI32 11CP58 22CP15 29PI06 18VI16 11CN07 29AQ27 11AQ10 19SG52 18TA36 
Tu 16 05:36:55 23SG35 14VI32 12CP19 23CP29 29PI41 18VI20 11CN03 29AQ29 11AQ12 19SG54 18TA33 
We 17 05:40:51 24SG36 27VI52 12CP31 24CP43 00AR15 18VI23 10CN58 29AQ31 11AQ14 19SG56 18TA30 
Th 18 05:44:48 25SG38 11LI33 12CP33 25CP57 00AR50 18VI27 10CN53 29AQ33 11AQ15 19SG58 18TA27 
Fr 19 05:48:45 26SG39 25LI37 12CP24 27CP12 01AR25 18VI30 10CN49 29AQ35 11AQ17 20SG01 18TA23 
Sa 20 05:52:41 27SG40 10SC04 12CP03 28CP26 02AR00 18VI33 10CN44 29AQ37 11AQ19 20SG03 18TA20 
Su 21 05:56:38 28SG41 24SC50 11CP31 29CP40 02AR35 18VI35 10CN39 29AQ39 11AQ21 20SG05 18TA17 
Mo 22 06:00:34 29SG42 09SG52 10CP47 00AQ54 03AR11 18VI38 10CN34 29AQ41 11AQ22 20SG08 18TA14 
Tu 23 06:04:31 00CP43 24SG60 09CP52 02AQ08 03AR46 18VI40 10CN29 29AQ43 11AQ24 20SG10 18TA11 
We 24 06:08:27 01CP44 10CP05 08CP48 03AQ22 04AR22 18VI43 10CN25 29AQ45 11AQ26 20SG12 18TA07 
Th 25 06:12:24 02CP45 24CP58 07CP35 04AQ36 04AR57 18VI45 10CN20 29AQ47 11AQ28 20SG14 18TA04 
Fr 26 06:16:20 03CP47 09AQ30 06CP17 05AQ50 05AR33 18VI46 10CN15 29AQ50 11AQ30 20SG17 18TA01 
Sa 27 06:20:17 04CP48 23AQ36 04CP55 07AQ04 06AR09 18VI48 10CN10 29AQ52 11AQ32 20SG19 17TA58 
Su 28 06:24:14 05CP49 07PI13 03CP33 08AQ18 06AR45 18VI50 10CN05 29AQ54 11AQ34 20SG21 17TA55 
Mo 29 06:28:10 06CP50 20PI21 02CP13 09AQ32 07AR21 18VI51 09CN60 29AQ57 11AQ36 20SG23 17TA52 
Tu 30 06:32:07 07CP51 03AR03 00CP57 10AQ45 07AR57 18VI52 09CN55 29AQ59 11AQ37 20SG25 17TA48 
We 31 06:36:03 08CP52 15AR25 29SG49 11AQ59 08AR34 18VI53 09CN50 00PI01 11AQ39 20SG28 17TA45


JANUARY 2004

DATE  SID.TIME  SUN   MOON  MERCURY  VENUS  MARS JUPITER SATURN URANUS NEPTUNE PLUTO  NODE 
Th 01 06:39:60 09CP53 27AR29 28SG49 13AQ13 09AR10 18VI53 09CN45 00PI04 11AQ41 20SG30 17TA42 
Fr 02 06:43:56 10CP55 09TA23 27SG58 14AQ27 09AR46 18VI54 09CN40 00PI06 11AQ43 20SG32 17TA39 
Sa 03 06:47:53 11CP56 21TA11 27SG18 15AQ40 10AR23 18VI54 09CN35 00PI09 11AQ45 20SG34 17TA36 
Su 04 06:51:49 12CP57 02GE57 26SG48 16AQ54 10AR60 18VI54 09CN30 00PI12 11AQ48 20SG36 17TA33 
Mo 05 06:55:46 13CP58 14GE46 26SG28 18AQ07 11AR36 18VI54 09CN25 00PI14 11AQ50 20SG38 17TA29 
Tu 06 06:59:43 14CP59 26GE40 26SG18 19AQ21 12AR13 18VI54 09CN20 00PI17 11AQ52 20SG40 17TA26 
We 07 07:03:39 16CP00 08CN43 26SG17 20AQ34 12AR50 18VI53 09CN16 00PI19 11AQ54 20SG43 17TA23 
Th 08 07:07:36 17CP01 20CN55 26SG25 21AQ48 13AR27 18VI53 09CN11 00PI22 11AQ56 20SG45 17TA20 
Fr 09 07:11:32 18CP03 03LE17 26SG41 23AQ01 14AR04 18VI52 09CN06 00PI25 11AQ58 20SG47 17TA17 
Sa 10 07:15:29 19CP04 15LE51 27SG04 24AQ15 14AR41 18VI51 09CN01 00PI28 12AQ00 20SG49 17TA13 
Su 11 07:19:25 20CP05 28LE35 27SG34 25AQ28 15AR18 18VI49 08CN56 00PI30 12AQ02 20SG51 17TA10 
Mo 12 07:23:22 21CP06 11VI31 28SG10 26AQ41 15AR55 18VI48 08CN51 00PI33 12AQ04 20SG53 17TA07 
Tu 13 07:27:18 22CP07 24VI39 28SG51 27AQ54 16AR32 18VI46 08CN47 00PI36 12AQ07 20SG55 17TA04 
We 14 07:31:15 23CP08 08LI01 29SG37 29AQ07 17AR09 18VI45 08CN42 00PI39 12AQ09 20SG57 17TA01 
Th 15 07:35:12 24CP09 21LI37 00CP28 00PI20 17AR47 18VI43 08CN37 00PI42 12AQ11 20SG59 16TA58 
Fr 16 07:39:08 25CP10 05SC29 01CP22 01PI33 18AR24 18VI40 08CN32 00PI45 12AQ13 21SG01 16TA54 
Sa 17 07:43:05 26CP12 19SC38 02CP20 02PI46 19AR01 18VI38 08CN28 00PI48 12AQ15 21SG03 16TA51 
Su 18 07:47:01 27CP13 04SG02 03CP21 03PI59 19AR39 18VI35 08CN23 00PI51 12AQ18 21SG05 16TA48 
Mo 19 07:50:58 28CP14 18SG40 04CP24 05PI12 20AR16 18VI33 08CN19 00PI54 12AQ20 21SG07 16TA45 
Tu 20 07:54:54 29CP15 03CP26 05CP31 06PI25 20AR54 18VI30 08CN14 00PI57 12AQ22 21SG09 16TA42 
We 21 07:58:51 00AQ16 18CP14 06CP39 07PI38 21AR31 18VI26 08CN10 01PI00 12AQ24 21SG11 16TA39 
Th 22 08:02:47 01AQ17 02AQ56 07CP50 08PI50 22AR09 18VI23 08CN06 01PI03 12AQ26 21SG12 16TA35 
Fr 23 08:06:44 02AQ18 17AQ22 09CP02 10PI03 22AR47 18VI20 08CN01 01PI06 12AQ29 21SG14 16TA32 
Sa 24 08:10:40 03AQ19 01PI27 10CP16 11PI15 23AR25 18VI16 07CN57 01PI09 12AQ31 21SG16 16TA29 
Su 25 08:14:37 04AQ20 15PI07 11CP32 12PI28 24AR02 18VI12 07CN53 01PI13 12AQ33 21SG18 16TA26 
Mo 26 08:18:34 05AQ21 28PI19 12CP49 13PI40 24AR40 18VI08 07CN49 01PI16 12AQ35 21SG20 16TA23 
Tu 27 08:22:30 06AQ22 11AR06 14CP08 14PI52 25AR18 18VI04 07CN45 01PI19 12AQ38 21SG21 16TA19 
We 28 08:26:27 07AQ23 23AR31 15CP28 16PI04 25AR56 17VI59 07CN41 01PI22 12AQ40 21SG23 16TA16 
Th 29 08:30:23 08AQ24 05TA38 16CP49 17PI16 26AR34 17VI55 07CN37 01PI25 12AQ42 21SG25 16TA13 
Fr 30 08:34:20 09AQ25 17TA33 18CP11 18PI28 27AR12 17VI50 07CN33 01PI29 12AQ45 21SG27 16TA10 
Sa 31 08:38:16 10AQ26 29TA21 19CP35 19PI40 27AR50 17VI45 07CN29 01PI32 12AQ47 21SG28 16TA07 
                                        FEBRUARY 2004 
DATE  SID.TIME  SUN   MOON  MERCURY  VENUS  MARS JUPITER SATURN URANUS NEPTUNE PLUTO  NODE 
Su 01 08:42:13 11AQ27 11GE08 20CP59 20PI52 28AR28 17VI40 07CN26 01PI35 12AQ49 21SG30 16TA04 
Mo 02 08:46:09 12AQ28 22GE60 22CP24 22PI04 29AR06 17VI35 07CN22 01PI39 12AQ51 21SG31 16TA00 
Tu 03 08:50:06 13AQ29 04CN59 23CP50 23PI15 29AR44 17VI30 07CN18 01PI42 12AQ54 21SG33 15TA57 
We 04 08:54:03 14AQ30 17CN09 25CP17 24PI27 00TA22 17VI24 07CN15 01PI45 12AQ56 21SG35 15TA54 
Th 05 08:57:59 15AQ31 29CN33 26CP45 25PI38 01TA00 17VI19 07CN12 01PI49 12AQ58 21SG36 15TA51 
Fr 06 09:01:56 16AQ31 12LE12 28CP14 26PI49 01TA38 17VI13 07CN08 01PI52 13AQ01 21SG38 15TA48 
Sa 07 09:05:52 17AQ32 25LE05 29CP44 28PI01 02TA17 17VI07 07CN05 01PI55 13AQ03 21SG39 15TA45 
Su 08 09:09:49 18AQ33 08VI11 01AQ14 29PI12 02TA55 17VI01 07CN02 01PI59 13AQ05 21SG41 15TA41 
Mo 09 09:13:45 19AQ34 21VI28 02AQ45 00AR23 03TA33 16VI55 06CN59 02PI02 13AQ07 21SG42 15TA38 
Tu 10 09:17:42 20AQ34 04LI56 04AQ18 01AR33 04TA11 16VI48 06CN56 02PI05 13AQ10 21SG43 15TA35 
We 11 09:21:38 21AQ35 18LI34 05AQ50 02AR44 04TA49 16VI42 06CN53 02PI09 13AQ12 21SG45 15TA32 
Th 12 09:25:35 22AQ36 02SC19 07AQ24 03AR55 05TA28 16VI35 06CN51 02PI12 13AQ14 21SG46 15TA29 
Fr 13 09:29:32 23AQ36 16SC12 08AQ59 05AR05 06TA06 16VI29 06CN48 02PI16 13AQ16 21SG48 15TA25 
Sa 14 09:33:28 24AQ37 00SG14 10AQ34 06AR15 06TA44 16VI22 06CN46 02PI19 13AQ19 21SG49 15TA22 
Su 15 09:37:25 25AQ38 14SG23 12AQ11 07AR26 07TA22 16VI15 06CN43 02PI23 13AQ21 21SG50 15TA19 
Mo 16 09:41:21 26AQ38 28SG40 13AQ48 08AR36 08TA01 16VI08 06CN41 02PI26 13AQ23 21SG51 15TA16 
Tu 17 09:45:18 27AQ39 12CP60 15AQ26 09AR46 08TA39 16VI01 06CN39 02PI29 13AQ25 21SG53 15TA13 
We 18 09:49:14 28AQ40 27CP20 17AQ05 10AR55 09TA17 15VI54 06CN37 02PI33 13AQ28 21SG54 15TA10 
Th 19 09:53:11 29AQ40 11AQ36 18AQ44 12AR05 09TA56 15VI47 06CN35 02PI36 13AQ30 21SG55 15TA06 
Fr 20 09:57:07 00PI41 25AQ40 20AQ25 13AR14 10TA34 15VI39 06CN33 02PI40 13AQ32 21SG56 15TA03 
Sa 21 10:01:04 01PI41 09PI29 22AQ07 14AR24 11TA13 15VI32 06CN31 02PI43 13AQ34 21SG57 15TA00 
Su 22 10:05:01 02PI42 22PI58 23AQ49 15AR33 11TA51 15VI24 06CN29 02PI47 13AQ36 21SG58 14TA57 
Mo 23 10:08:57 03PI42 06AR06 25AQ33 16AR42 12TA29 15VI17 06CN28 02PI50 13AQ39 21SG59 14TA54 
Tu 24 10:12:54 04PI43 18AR51 27AQ17 17AR51 13TA08 15VI09 06CN26 02PI54 13AQ41 22SG00 14TA51 
We 25 10:16:50 05PI43 01TA16 29AQ03 18AR60 13TA46 15VI02 06CN25 02PI57 13AQ43 22SG01 14TA47 
Th 26 10:20:47 06PI43 13TA25 00PI49 20AR08 14TA25 14VI54 06CN24 03PI01 13AQ45 22SG02 14TA44 
Fr 27 10:24:43 07PI44 25TA22 02PI36 21AR16 15TA03 14VI46 06CN22 03PI04 13AQ47 22SG03 14TA41 
Sa 28 10:28:40 08PI44 07GE12 04PI25 22AR25 15TA42 14VI39 06CN21 03PI07 13AQ49 22SG04 14TA38 
Su 29 10:32:36 09PI44 19GE00 06PI14 23AR33 16TA20 14VI31 06CN20 03PI11 13AQ51 22SG05 14TA35 
                                         MARCH 2004 
DATE  SID.TIME  SUN   MOON  MERCURY  VENUS  MARS JUPITER SATURN URANUS NEPTUNE PLUTO  NODE 
Mo 01 10:36:33 10PI44 00CN53 08PI04 24AR40 16TA59 14VI23 06CN20 03PI14 13AQ53 22SG05 14TA31 
Tu 02 10:40:30 11PI45 12CN55 09PI56 25AR48 17TA37 14VI15 06CN19 03PI18 13AQ56 22SG06 14TA28 
We 03 10:44:26 12PI45 25CN10 11PI48 26AR55 18TA16 14VI07 06CN18 03PI21 13AQ58 22SG07 14TA25 
Th 04 10:48:23 13PI45 07LE42 13PI41 28AR02 18TA54 13VI59 06CN18 03PI25 13AQ60 22SG08 14TA22 
Fr 05 10:52:19 14PI45 20LE32 15PI35 29AR09 19TA32 13VI52 06CN18 03PI28 14AQ02 22SG08 14TA19 
Sa 06 10:56:16 15PI45 03VI42 17PI30 00TA16 20TA11 13VI44 06CN17 03PI31 14AQ04 22SG09 14TA16 
Su 07 11:00:12 16PI45 17VI09 19PI26 01TA22 20TA49 13VI36 06CN17 03PI35 14AQ06 22SG10 14TA12 
Mo 08 11:04:09 17PI45 00LI51 21PI22 02TA29 21TA28 13VI28 06CN17 03PI38 14AQ08 22SG10 14TA09 
Tu 09 11:08:05 18PI45 14LI45 23PI19 03TA35 22TA06 13VI20 06CN17 03PI42 14AQ10 22SG11 14TA06 
We 10 11:12:02 19PI45 28LI47 25PI17 04TA40 22TA45 13VI13 06CN17 03PI45 14AQ12 22SG11 14TA03 
Th 11 11:15:59 20PI45 12SC55 27PI14 05TA46 23TA23 13VI05 06CN18 03PI48 14AQ13 22SG12 13TA60 
Fr 12 11:19:55 21PI45 27SC04 29PI12 06TA51 24TA02 12VI57 06CN18 03PI52 14AQ15 22SG12 13TA56 
Sa 13 11:23:52 22PI45 11SG14 01AR10 07TA56 24TA40 12VI49 06CN19 03PI55 14AQ17 22SG12 13TA53 
Su 14 11:27:48 23PI45 25SG22 03AR07 09TA01 25TA19 12VI42 06CN19 03PI58 14AQ19 22SG13 13TA50 
Mo 15 11:31:45 24PI44 09CP28 05AR04 10TA05 25TA57 12VI34 06CN20 04PI02 14AQ21 22SG13 13TA47 
Tu 16 11:35:41 25PI44 23CP29 06AR59 11TA10 26TA35 12VI27 06CN21 04PI05 14AQ23 22SG13 13TA44 
We 17 11:39:38 26PI44 07AQ25 08AR53 12TA13 27TA14 12VI19 06CN22 04PI08 14AQ25 22SG14 13TA41 
Th 18 11:43:34 27PI44 21AQ13 10AR46 13TA17 27TA52 12VI12 06CN23 04PI11 14AQ26 22SG14 13TA37 
Fr 19 11:47:31 28PI43 04PI50 12AR36 14TA20 28TA31 12VI05 06CN24 04PI15 14AQ28 22SG14 13TA34 
Sa 20 11:51:28 29PI43 18PI13 14AR24 15TA23 29TA09 11VI57 06CN26 04PI18 14AQ30 22SG14 13TA31 
Su 21 11:55:24 00AR43 01AR22 16AR08 16TA26 29TA48 11VI50 06CN27 04PI21 14AQ32 22SG15 13TA28 
Mo 22 11:59:21 01AR42 14AR13 17AR49 17TA28 00GE26 11VI43 06CN29 04PI24 14AQ33 22SG15 13TA25 
Tu 23 12:03:17 02AR42 26AR48 19AR26 18TA30 01GE05 11VI36 06CN30 04PI27 14AQ35 22SG15 13TA22 
We 24 12:07:14 03AR41 09TA08 20AR59 19TA32 01GE43 11VI30 06CN32 04PI30 14AQ37 22SG15 13TA18 
Th 25 12:11:10 04AR41 21TA14 22AR27 20TA33 02GE21 11VI23 06CN34 04PI33 14AQ38 22SG15 13TA15 
Fr 26 12:15:07 05AR40 03GE10 23AR49 21TA34 02GE60 11VI16 06CN36 04PI37 14AQ40 22SG15 13TA12 
Sa 27 12:19:03 06AR40 15GE01 25AR06 22TA34 03GE38 11VI10 06CN38 04PI40 14AQ42 22SG15 13TA09 
Su 28 12:23:00 07AR39 26GE50 26AR17 23TA34 04GE17 11VI03 06CN40 04PI43 14AQ43 22SG15 13TA06 
Mo 29 12:26:57 08AR38 08CN43 27AR21 24TA34 04GE55 10VI57 06CN42 04PI46 14AQ45 22SG14 13TA02 
Tu 30 12:30:53 09AR38 20CN45 28AR20 25TA33 05GE34 10VI51 06CN45 04PI49 14AQ46 22SG14 12TA59 
We 31 12:34:50 10AR37 03LE01 29AR11 26TA31 06GE12 10VI45 06CN47 04PI52 14AQ48 22SG14 12TA56 
                                         APRIL 2004 
DATE  SID.TIME  SUN   MOON  MERCURY  VENUS  MARS JUPITER SATURN URANUS NEPTUNE PLUTO  NODE 
Th 01 12:38:46 11AR36 15LE35 29AR56 27TA30 06GE50 10VI39 06CN50 04PI55 14AQ49 22SG14 12TA53 
Fr 02 12:42:43 12AR35 28LE29 00TA33 28TA27 07GE29 10VI33 06CN53 04PI58 14AQ51 22SG14 12TA50 
Sa 03 12:46:39 13AR34 11VI46 01TA04 29TA25 08GE07 10VI28 06CN55 05PI00 14AQ52 22SG13 12TA47 
Su 04 12:50:36 14AR34 25VI26 01TA27 00GE21 08GE45 10VI22 06CN58 05PI03 14AQ53 22SG13 12TA43 
Mo 05 12:54:32 15AR33 09LI26 01TA44 01GE17 09GE24 10VI17 07CN01 05PI06 14AQ55 22SG13 12TA40 
Tu 06 12:58:29 16AR32 23LI44 01TA53 02GE13 10GE02 10VI12 07CN04 05PI09 14AQ56 22SG12 12TA37 
We 07 13:02:26 17AR31 08SC13 01TA55 03GE08 10GE40 10VI07 07CN08 05PI12 14AQ57 22SG12 12TA34 
Th 08 13:06:22 18AR30 22SC47 01TA51 04GE03 11GE19 10VI02 07CN11 05PI14 14AQ59 22SG11 12TA31 
Fr 09 13:10:19 19AR29 07SG22 01TA40 04GE56 11GE57 09VI57 07CN14 05PI17 14AQ60 22SG11 12TA28 
Sa 10 13:14:15 20AR27 21SG52 01TA24 05GE50 12GE35 09VI52 07CN18 05PI20 15AQ01 22SG10 12TA24 
Su 11 13:18:12 21AR26 06CP13 01TA01 06GE42 13GE14 09VI48 07CN21 05PI22 15AQ02 22SG10 12TA21 
Mo 12 13:22:08 22AR25 20CP22 00TA34 07GE34 13GE52 09VI44 07CN25 05PI25 15AQ03 22SG09 12TA18 
Tu 13 13:26:05 23AR24 04AQ17 00TA02 08GE25 14GE30 09VI40 07CN29 05PI28 15AQ04 22SG09 12TA15 
We 14 13:30:01 24AR23 17AQ59 29AR26 09GE16 15GE08 09VI36 07CN33 05PI30 15AQ06 22SG08 12TA12 
Th 15 13:33:58 25AR22 01PI26 28AR47 10GE05 15GE47 09VI32 07CN37 05PI33 15AQ07 22SG07 12TA08 
Fr 16 13:37:55 26AR20 14PI39 28AR06 10GE54 16GE25 09VI28 07CN41 05PI35 15AQ08 22SG07 12TA05 
Sa 17 13:41:51 27AR19 27PI38 27AR24 11GE43 17GE03 09VI25 07CN45 05PI38 15AQ09 22SG06 12TA02 
Su 18 13:45:48 28AR18 10AR23 26AR40 12GE30 17GE41 09VI22 07CN49 05PI40 15AQ10 22SG05 11TA59 
